主編碼,屬性,詞目,音讀,文白,部首
675,1,公所,kong-sóo,0,
676,1,不服,put-ho̍k,0,
677,1,分明,hun-bîng,0,
678,1,不法,put-huat,0,
679,1,六法全書,lio̍k-huat-tsuân-su,0,
680,1,公的,kang--ê,0,
681,1,分的,pun--ê,0,
682,1,五金,ngóo-kim,0,
683,1,五金行,ngóo-kim-hâng,0,
684,1,中指,tiong-tsáinn,0,
685,1,內政,luē-tsìng,0,
686,1,五柳居,ngóo-liú-ki/ngóo-liú-ku,0,
687,1,中毒,tiòng-to̍k,0,
688,1,丹毒,tan-to̍k,0,
689,1,冇炭,phànn-thuànn,0,
690,1,分派,hun-phài,0,
691,1,中秋,Tiong-tshiu,0,
692,1,內科,lāi-kho,0,
693,1,中秋節,Tiong-tshiu-tseh/Tiong-tshiu-tsueh,0,
694,1,中秋餅,Tiong-tshiu-piánn,0,
695,1,中計,tiòng-kè,0,
696,1,內衫,lāi-sann,0,
697,1,中風,tiòng-hong,0,
698,1,五香,ngóo-hiang,0,
699,1,元首,guân-siú,0,
700,1,內面,lāi-bīn,0,
701,1,允准,ín-tsún/ún-tsún,0,
702,1,內套,lāi-thò,0,
703,1,元宵,Guân-siau,0,
704,1,內孫,lāi-sun,0,
705,1,內容,luē-iông,0,
706,1,公家,kong-ka,0,
707,1,公家,kong-ke,0,
708,1,不時,put-sî,0,
709,1,六書,lio̍k-su,0,
710,1,元氣,guân-khì,0,
711,1,六畜,lio̍k-thiok,0,
712,1,元神,guân-sîn,0,
713,1,中脊,tiong-tsit,0,
714,1,分配,hun-phuè/hun-phè,0,
715,1,不動產,put-tōng-sán,0,
716,1,公婆,kong-pô,0,
717,1,五彩,ngóo-tshái,0,
718,1,分張,pun-tiunn,0,
719,1,不得了,put-tik-liáu,0,
720,1,不得已,put-tik-í,0,
721,1,內情,luē-tsîng,0,
722,1,中晝,tiong-tàu,0,
723,1,中晝時,tiong-tàu-sî,0,
724,1,中晝飯,tiong-tàu-pn̄g,0,
725,1,中晝頓,tiong-tàu-tǹg,0,
726,1,公眾,kong-tsiòng,0,
727,1,介紹,kài-siāu,0,
728,1,中途,tiong-tôo,0,
729,1,內部,luē-pōo,0,
730,1,冗剩,liōng-siōng,0,
731,1,內場,lāi-tiûnn,0,
732,1,公寓,kong-gū,0,
733,1,分散,hun-suànn,0,
734,1,不敢當,put-kám-tong,0,
735,1,分發,hun-huat,0,
736,1,中等,tiong-tíng,0,
737,1,勾結,kau-kiat,0,
738,1,不答不七,put-tap-put-tshit,0,
739,1,五筋膎,gōo-kin-kê/gōo-kun-kuê,0,
740,1,公費,kong-huì,0,
741,1,中間,tiong-kan,0,
742,1,公開,kong-khai,0,
743,1,公開,kong-khui,0,
744,1,分開,hun-khui,0,
745,1,中傷,tiòng-siong,0,
746,1,內傷,lāi-siong,0,
747,1,公債,kong-tsè,0,
748,1,公園,kong-hn̂g,0,
749,1,內媽,lāi-má,0,
750,1,公媽,kong-má,0,
751,1,中意,tìng-ì,0,
752,1,仁愛,jîn-ài/lîn-ài,0,
753,1,仁慈,jîn-tsû/lîn-tsû,0,
754,1,凶煞,hiong-suah,0,
755,1,不義,put-gī,0,
756,1,仁義,jîn-gī/lîn-gī,0,
757,1,內裡,lāi-lí,0,
758,1,勼跤,kiu-kha,0,
759,1,五路,ngóo-lōo,0,
760,1,公路,kong-lōo,0,
761,1,公道,kong-tō,0,
762,1,不滿,put-buán,0,
763,1,五福,ngóo-hok,0,
764,1,不管時,put-kuán-sî,0,
765,1,內閣,luē-koh,0,
766,1,冇數,phànn-siàu,0,
767,1,分數,hun-sòo,0,
768,1,五穀,ngóo-kok,0,
769,1,中學,tiong-ha̍k,0,
770,1,公學校,kong-ha̍k-hāu,0,
771,1,公親,kong-tshin,0,
772,1,分錢,pun-tsînn,0,
773,1,公館,kong-kuán,0,
774,1,冇蟳,phànn-tsîm,0,
775,1,中醫,tiong-i,0,
776,1,分類,hun-luī,0,
777,1,分鐘,hun-tsing,0,
778,1,分攤,hun-thuann,0,
779,1,五臟,ngóo-tsōng,0,
780,1,化,hua,4,匕
781,1,化,huà,0,匕
782,1,匹,phit,0,匚
783,1,升,tsin,2,十
784,1,升,sing,1,十
785,1,午,gōo,2,十
786,1,午,ngóo,1,十
787,1,厄,eh,0,厂
788,1,友,iú,0,又
789,1,反,huán,1,又
790,1,反,píng,2,又
791,1,壬,jîm/lîm,0,士
792,1,天,thian,1,大
793,1,天,thinn,2,大
794,1,太,thài,0,大
795,1,夫,hu,0,大
796,1,少,tsió,2,小
797,1,尺,tshe,4,尸
798,1,尺,tshioh,2,尸
799,1,廿,jia̍p/lia̍p,0,廾
800,1,引,ín,0,弓
801,1,心,sim,0,心
802,1,戶,hōo,0,戶
803,1,手,tshiú,2,手
804,1,支,ki,2,支
805,1,文,bûn,0,文
806,1,斗,táu,2,斗
807,1,斤,kin/kun,0,斤
808,1,方,hng,2,方
809,1,方,hong,1,方
810,1,日,ji̍t/li̍t,0,日
811,1,月,gua̍t,1,月
812,1,月,gue̍h/ge̍h,2,月
813,1,木,ba̍k,2,木
814,1,木,bo̍k,1,木
815,1,欠,khiàm,0,欠
816,1,止,tsí,0,止
817,1,歹,pháinn,4,歹
818,1,毋,m̄,4,毋
819,1,比,pí,0,比
820,1,毛,mn̂g,2,毛
821,1,毛,môo,1,毛
822,1,氏,sī,0,氏
823,1,水,tsuí,2,水
824,1,水,suí,1,水
825,1,歹𤆬頭,pháinn-tshuā-thâu,0,
826,1,手䘼,tshiú-ńg,0,
827,1,廿一,jia̍p-it/lia̍p-it,0,
828,1,夫人,hu-jîn/hu-lîn,0,
829,1,歹人,pháinn-lâng,0,
830,1,天九牌,thian-kiú-pâi,0,
831,1,天下,thian-hā,0,
832,1,天才,thian-tsâi,0,
833,1,少女,siàu-lí/siàu-lú,0,
834,1,戶口,hōo-kháu,0,
835,1,手下,tshiú-hā,0,
836,1,手工,tshiú-kang,0,
837,1,日子,ji̍t-tsí/li̍t-tsí,0,
838,1,木工,ba̍k-kang,0,
839,1,毋才,m̄-tsiah,0,
840,1,水土,tsuí-thóo,0,
841,1,孔子公,Khóng-tsú-kong,0,
842,1,手巾仔,tshiú-kin-á/tshiú-kun-á,0,
843,1,戶口名,hōo-kháu-miâ,0,
844,1,月下老人,gua̍t-hā-nóo-jîn/gua̍t-hā-nóo-lîn,0,
845,1,戶口抄本,hōo-kháu-tshau-pún,0,
847,1,天井,thinn-tsénn/thinn-tsínn,0,
848,1,天公,thinn-kong,0,
849,1,月中,gue̍h-tiong/ge̍h-tiong,0,
850,1,月內,gue̍h-lāi/ge̍h-lāi,0,
851,1,水井,tsuí-tsénn/tsuí-tsínn,0,
852,1,天公生,Thinn-kong-senn/thinn-kong-sinn,0,
853,1,月內房,gue̍h-lāi-pâng/ge̍h-lāi-pâng,0,
854,1,天公金,Thinn-kong-kim,0,
855,1,月內風,gue̍h-lāi-hong/ge̍h-lāi-hong,0,
856,1,天公祖,Thinn-kong-tsóo,0,
857,1,反天,huán-thinn,0,
858,1,天文,thian-bûn,0,
859,1,太太,thài-thài,0,
860,1,文化,bûn-huà,0,
861,1,月日,gue̍h-ji̍t/ge̍h-li̍t,0,
862,1,歹天,pháinn-thinn,0,
863,1,歹心,pháinn-sim,0,
864,1,歹手爪,pháinn-tshiú-jiáu/pháinn-tshiú-niáu,0,
865,1,文文仔笑,bûn-bûn-á-tshiò,0,
866,1,天反地亂,thinn-huán-tē-luān/thinn-huán-tuē-luān,0,
867,1,木心枋,bo̍k-sim-pang,0,
868,1,日月蚶,ji̍t-gua̍t-ham/li̍t-gua̍t-ham,0,
869,1,日月蟶,ji̍t-gua̍t-than/li̍t-gua̍t-than,0,
870,1,反爿,píng-pîng,0,
871,1,心火,sim-hué/sim-hé,0,
872,1,手爪,tshiú-jiáu/tshiú-niáu,0,
873,1,水牛,tsuí-gû,0,
874,1,斗仔,táu-á,0,
875,1,歹代,pháinn-tāi,0,
876,1,水仙,tsuí-sian,0,
877,1,支出,tsi-tshut,0,
878,1,月半,gue̍h-puànn/ge̍h-puànn,0,
879,1,月外日,gue̍h-guā-ji̍t/ge̍h-guā-li̍t,0,
880,1,反正,huán-tsìng,0,
881,1,太平,thài-pîng,0,
882,1,文市,bûn-tshī,0,
883,1,文旦,bûn-tàn,0,
884,1,水母,tsuí-bó,0,
885,1,反目,huán-bo̍k,0,
886,1,手目,tshiú-ba̍k,0,
887,1,木瓜,bo̍k-kue,0,
888,1,欠用,khiàm-īng,0,
889,1,毋甘,m̄-kam,0,
890,1,水田,tsuí-tshân,0,
891,1,太白星,Thài-pi̍k-tshenn/Thài-pi̍k-tshinn,0,
892,1,太白粉,thài-pe̍h-hún,0,
893,1,太白酒,thài-pe̍h-tsiú,0,
894,1,毋甘嫌,m̄-kam hiâm,0,
895,1,反白睚,píng-pe̍h-kâinn,0,
896,1,毋甘願,m̄ kam-guān,0,
897,1,天光,thinn-kng,0,
898,1,文件,bûn-kiānn,0,
899,1,月光暝,gue̍h-kng-mê/ge̍h-kng-mî,0,
900,1,日光燈,ji̍t-kong-ting/li̍t-kong-ting,0,
901,1,手印,tshiú-ìn,0,
902,1,方向,hong-hiòng,0,
903,1,木匠,ba̍k-tshiūnn,0,
904,1,歹囝,pháinn-kiánn,0,
905,1,天地,thinn-tē/thinn-tuē,0,
906,1,少年,siàu-liân,0,
907,1,文字,bûn-jī/bûn-lī,0,
908,1,方式,hong-sik,0,
909,1,欠安,khiàm-an,0,
910,1,毋好,m̄ hó,0,
911,1,水圳,tsuí-tsùn,0,
912,1,歹年冬,pháinn-nî-tang,0,
913,1,少年家,siàu-liân-ke,0,
914,1,毋好勢,m̄ hó-sè,0,
915,1,手曲,tshiú-khiau,0,
916,1,歹死,pháinn-sí,0,
917,1,毋成,m̄-tsiânn,0,
918,1,毋成人,m̄-tsiânn-lâng,0,
919,1,手扞仔,tshiú-huānn-á,0,
920,1,毋成囝,m̄-tsiânn-kiánn,0,
921,1,毋成物,m̄-tsiânn-mi̍h/m̄-tsiânn-mn̍gh,0,
922,1,毋成猴,m̄-tsiânn-kâu,0,
923,1,毋成樣,m̄-tsiânn-iūnn,0,
924,1,天色,thinn-sik,0,
925,1,心血,sim-hiat,0,
926,1,心行,sim-hīng,0,
927,1,月色,gue̍h-sik/ge̍h-sik,0,
928,1,木耳,bo̍k-ní,0,
929,1,欠血,khiàm-hueh/khiàm-huih,0,
930,1,止血,tsí-hueh/tsí-huih,0,
931,1,毋但,m̄-nā,0,
932,1,毋免,m̄-bián,0,
933,1,夫君,hu-kun,0,
934,1,手尾,tshiú-bué/tshiú-bé,0,
935,1,月尾,gue̍h-bué/ge̍h-bé,0,
936,1,手尾力,tshiú-bué-la̍t/tshiú-bé-la̍t,0,
937,1,毛尾仔,mn̂g-bué-á/mn̂g-bé-á,0,
938,1,手尾錢,tshiú-bué-tsînn/tshiú-bé-tsînn,0,
939,1,歹扭搦,pháinn-liú-la̍k,0,
940,1,反抗,huán-khòng,0,
941,1,夭折,iáu-tsiat,0,
942,1,木材,bo̍k-tsâi,0,
943,1,反肚,píng-tōo,0,
944,1,心肝,sim-kuann,0,
945,1,手肚,tshiú-tóo,0,
946,1,水災,tsuí-tsai,0,
947,1,心狂火著,sim-kông-hué-to̍h/sim-kông-hé-to̍h,0,
948,1,心肝仔囝,sim-kuann-á-kiánn,0,
949,1,反肚痧,píng-tōo-sua,0,
950,1,心肝窟仔,sim-kuann-khut-á,0,
951,1,歹育飼,pháinn-io-tshī,0,
952,1,心肝頭,sim-kuann-thâu,0,
953,1,化身,huà-sin,0,
954,1,反車,píng-tshia,0,
955,1,天良,thian-liông,0,
956,1,文言,bûn-giân,0,
957,1,文身,bûn-sin,0,
958,1,方言,hong-giân,0,
959,1,水車,tsuí-tshia,0,
960,1,水芋仔,tsuí-ōo-á,0,
961,1,心事,sim-sū,0,
962,1,比並,pí-phīng,0,
963,1,反來反去,píng-lâi-píng-khì,0,
964,1,月來香,gue̍h-lâi-hiong/ge̍h-lâi-hiong,0,
965,1,月初,gue̍h-tshe/ge̍h-tshue,0,
966,1,歹命,pháinn-miā,0,
967,1,毛呼,môo-honn,0,
968,1,歹命人,pháinn-miā-lâng,0,
969,1,太妹,thài-muē,0,
970,1,夫妻,hu-tshe,0,
971,1,手底,tshiú-té/tshiú-tué,0,
972,1,文官,bûn-kuann,0,
973,1,歹性地,pháinn-sìng-tē/pháinn-sìng-tuē,0,
974,1,毋拄好,m̄-tú-hó,0,
975,1,文明,bûn-bîng,0,
976,1,水果,tsuí-kó,0,
977,1,孔明車,khóng-bîng-tshia,0,
978,1,方法,hong-huat,0,
979,1,比武,pí-bú,0,
980,1,歹物,pháinn-mi̍h/pháinn-mn̍gh,0,
981,1,水疱,tsuí-phā ,0,
982,1,天狗熱,thian-káu-jia̍t/thian-káu-lia̍t,0,
983,1,友的,iú--ê,0,
984,1,太空,thài-khong,0,
985,1,歹空,pháinn-khang,0,
986,1,毋知,m̄ tsai,0,
987,1,毋知人,m̄-tsai-lâng,0,
988,1,毋知死,m̄-tsai-sí,0,
989,1,毋知影,m̄ tsai-iánn,0,
990,1,手股,tshiú-kóo,0,
991,1,木蝨,ba̍k-sat,0,
992,1,水門,tsuí-mn̂g,0,
993,1,方便,hong-piān,0,
994,1,太保,thài-pó,0,
995,1,歹剃頭,pháinn-thì-thâu,0,
996,1,日後,ji̍t-āu/li̍t-āu,0,
997,1,手指,tshiú-tsí,0,
998,1,支持,tsi-tshî,0,
999,1,毋挃,m̄-ti̍h,0,
1000,1,毋是,m̄ sī,0,
1001,1,水拹仔,tsuí-hia̍p-á,0,
1002,1,毋是勢,m̄-sī-sè,0,
1003,1,手指頭仔,tshiú-tsíng-thâu-á,0,
1004,1,止枵,tsí-iau,0,
1005,1,手段,tshiú-tuānn,0,
1006,1,水泉,tsuí-tsuânn,0,
1007,1,反省,huán-síng,0,
1008,1,月眉,gue̍h-bâi/ge̍h-bâi,0,
1009,1,歹看,pháinn-khuànn,0,
1010,1,歹看相,pháinn-khuànn-siùnn,0,
1011,1,反背,huán-puē,0,
1012,1,水紅仔色,tsuí-âng-á-sik,0,
1013,1,巴郎,pa-lang,0,
1014,1,手面,tshiú-bīn,0,
1015,1,方面,hong-bīn,0,
1016,1,歹食,pháinn-tsia̍h,0,
1017,1,手風琴,tshiú-hong-khîm,0,
1018,1,月俸,gue̍h-hōng/ge̍h-hōng,0,
1019,1,毋值,m̄-ta̍t,0,
1020,1,毋准,m̄-tsún,0,
1021,1,反倒轉,huán-tò-tńg,0,
1022,1,月娘,gue̍h-niû/ge̍h-niû,0,
1023,1,木屐,ba̍k-kia̍h,0,
1024,1,水庫,tsuí-khòo,0,
1025,1,反悔,huán-hué,0,
1026,1,天庭,thian-tîng,0,
1027,1,午時,gōo-sî,0,
1028,1,及時,ki̍p-sî,0,
1029,1,天時,thian-sî,0,
1030,1,日時,ji̍t--sî/li̍t--sî,0,
1031,1,毋捌,m̄ bat,0,
1032,1,午時水,gōo-sî-tsuí,0,
1033,1,日時仔,ji̍t--sî-á/li̍t--sî-á,0,
1034,1,及格,ki̍p-keh,0,
1035,1,反桌,píng-toh,0,
1036,1,文書,bûn-su,0,
1037,1,月桃,ge̍h-thô,0,
1038,1,天氣,thinn-khì,0,
1039,1,水氣,tsuí-khì,0,
1040,1,反症,huán-tsìng,0,
1041,1,止疼,tsí-thiànn,0,
1042,1,毛病,môo-pēnn/môo-pīnn,0,
1043,1,水珠,tsuí-tsu,0,
1044,1,歹症頭,pháinn-tsìng-thâu,0,
1045,1,天秤,thian-pîng,0,
1046,1,心神,sim-sîn,0,
1047,1,少缺,tsió-khueh/tsió-kheh,0,
1048,1,手耙,tshiú-pē,0,
1049,1,欠缺,khiàm-khueh/khiàm-kheh,0,
1050,1,引起,ín-khí,0,
1051,1,記持,kì-tî,0,
1052,1,手骨,tshiú-kut,0,
1053,1,天堂,thian-tông,0,
1054,1,夫婦,hu-hū,0,
1055,1,反常,huán-siông,0,
1056,1,日常,ji̍t-siông/li̍t-siông,0,
1057,1,心情,sim-tsîng,0,
1058,1,毋情願,m̄-tsîng-guān,0,
1059,1,手液,tshiú-sio̍h,0,
1060,1,水梨仔,tsuí-lâi-á,0,
1061,1,心爽,sim-sóng,0,
1062,1,天理,thian-lí,0,
1063,1,心理,sim-lí,0,
1064,1,手痕,tshiú-hûn,0,
1065,1,水產,tsuí-sán,0,
1066,1,支票,tsi-phiò,0,
1067,1,文章,bûn-tsiong,0,
1068,1,反船,píng-tsûn,0,
1069,1,手術,tshiú-su̍t,0,
1070,1,毋通,m̄-thang,0,
1071,1,水貨,tsuí-huè/tsuí-hè,0,
1072,1,天頂,thinn-tíng,0,
1073,1,孔雀,khóng-tshiok,0,
1074,1,木魚,bo̍k-hî/bo̍k-hû,0,
1075,1,木麻黃,bo̍k-muâ-hông,0,
1076,1,歹喙,pháinn-tshuì,0,
1077,1,歹喙斗,pháinn-tshuì-táu,0,
1078,1,止喙焦,tsí tshuì-ta,0,
1079,1,比喻,pí-jū/pí-lū,0,
1080,1,心悶,sim-būn,0,
1081,1,支援,tsi-uān,0,
1082,1,毋敢,m̄ kánn,0,
1083,1,水晶,tsuí-tsinn,0,
1084,1,日期,ji̍t-kî/li̍t-kî,0,
1085,1,木棉,bo̍k-mî,0,
1086,1,引渡,ín-tōo,0,
1087,1,歹款,pháinn-khuán,0,
1088,1,毛毯,môo-thán,0,
1089,1,天然,thian-jiân/thian-liân,0,
1090,1,月琴,gue̍h-khîm/ge̍h-khîm,0,
1091,1,天窗,thinn-thang,0,
1092,1,歹睏,pháinn-khùn,0,
1093,1,巴結,pa-kiat,0,
1094,1,手筆,tshiú-pit,0,
1095,1,月給,gue̍h-kip/ge̍h-kip,0,
1096,1,水筆仔,tsuí-pit-á,0,
1097,1,手腕,tshiú-uánn,0,
1098,1,手腕骨,tshiú-uánn-kut,0,
1099,1,毋著,m̄-tio̍h,0,
1100,1,文雅,bûn-ngá,0,
1101,1,手勢,tshiú-sè,0,
1102,1,欠債,khiàm-tsè,0,
1103,1,歹勢,pháinn-sè,0,
1104,1,天意,thinn-ì,0,
1105,1,心意,sim-ì,0,
1106,1,歹意,pháinn-ì,0,
1107,1,月暗暝,gue̍h-àm-mê/ge̍h-àm-mî,0,
1108,1,斗概,táu-kài,0,
1109,1,水準,tsuí-tsún,0,
1110,1,水溝,tsuí-kau,0,
1111,1,太極拳,thài-ki̍k-kûn,0,
1112,1,水源頭,tsuí-guân-thâu,0,
1113,1,少爺,siàu-iâ,0,
1114,1,月經,gue̍h-king/ge̍h-king,0,
1115,1,反腹,píng-pak,0,
1116,1,心腸,sim-tn̂g,0,
1117,1,心腹,sim-pak,0,
1118,1,歹腹肚,pháinn-pak-tóo,0,
1119,1,歹話,pháinn-uē,0,
1120,1,毛跤,mn̂g-kha,0,
1121,1,手路,tshiú-lōo,0,
1122,1,歹路,pháinn-lōo,0,
1123,1,歹運,pháinn-ūn,0,
1124,1,毋過,m̄-koh,0,
1125,1,比較,pí-kàu,0,
1126,1,水道,tsuí-tō,0,
1127,1,水道水,tsuí-tō-tsuí,0,
1128,1,手路菜,tshiú-lōo-tshài,0,
1129,1,水道頭,tsuí-tō-thâu,0,
1130,1,手銃,tshiú-tshìng,0,
1131,1,水閘,tsuí-tsa̍h,0,
1132,1,水電,tsuí-tiān,0,
1133,1,手電仔,tshiú-tiān-á,0,
1134,1,反僥,huán-hiau,0,
1135,1,止嗽,tsí-sàu,0,
1136,1,夭壽,iáu-siū,0,
1137,1,夭壽仔,iáu-siū-á,0,
1138,1,夭壽短命,iáu-siū-té-miā,0,
1139,1,反對,huán-tuì,0,
1140,1,手摺簿仔,tshiú-tsih-phōo-á,0,
1141,1,太監,thài-kàm,0,
1142,1,毋管,m̄-kuán,0,
1143,1,毛管,mn̂g-kńg,0,
1144,1,水管,tsuí-kóng,0,
1145,1,水蜜桃,tsuí-bi̍t-thô,0,
1146,1,引誘,ín-iú,0,
1147,1,日誌,ji̍t-tsì/li̍t-tsì,0,
1148,1,心酸,sim-sng,0,
1149,1,水銀,tsuí-gîn/tsuí-gûn,0,
1150,1,歹銅舊錫,pháinn-tâng-kū-siah,0,
1151,1,引魂,ín-hûn,0,
1152,1,月餅,gue̍h-piánn/ge̍h-piánn,0,
1153,1,水餃,tsuí-kiáu,0,
1154,1,少數,tsió-sòo,0,
1155,1,欠數,khiàm-siàu,0,
1156,1,水槽,tsuí-tsô,0,
1157,1,手數料,tshiú-sòo-liāu,0,
1158,1,手模,tshiú-bôo,0,
1159,1,手盤,tshiú-puânn,0,
1160,1,化緣,huà-iân,0,
1161,1,比論,pí-lūn,0,
1162,1,心適,sim-sik,0,
1163,1,化學,huà-ha̍k,0,
1164,1,文學,bûn-ha̍k,0,
1165,1,手擋,tshiú-tòng,0,
1166,1,文憑,bûn-pîng,0,
1167,1,天橋,thian-kiô,0,
1168,1,心機,sim-ki,0,
1169,1,戶橂,hōo-tīng,0,
1170,1,手橐仔,tshiú-lok-á,0,
1171,1,手機仔,tshiú-ki-á,0,
1172,1,水燈,tsuí-ting,0,
1173,1,歹積德,pháinn-tsik-tik,0,
1174,1,手錶仔,tshiú-pió-á,0,
1175,1,心頭,sim-thâu,0,
1176,1,戶頭,hōo-thâu,0,
1177,1,手頭,tshiú-thâu,0,
1178,1,日頭,ji̍t-thâu/li̍t-thâu,0,
1179,1,月頭,gue̍h-thâu/ge̍h-thâu,0,
1180,1,水頭,tsuí-thâu,0,
1181,1,日頭花,ji̍t-thâu-hue/li̍t-thâu-hue,0,
1182,1,允頭路,ín-thâu-lōo/ún-thâu-lōo,0,
1183,1,水鴨,tsuí-ah,0,
1184,1,水龍,tsuí-lîng,0,
1185,1,水龜,tsuí-ku,0,
1186,1,水龍車,tsuí-lîng-tshia,0,
1187,1,水鴛鴦,tsuí-uan-iunn,0,
1188,1,反應,huán-ìng,0,
1189,1,手環,tshiú-khuân,0,
1190,1,天篷,thian-pông,0,
1191,1,水蕹菜,tsuí-ìng-tshài,0,
1192,1,歹聲嗽,pháinn-siann-sàu,0,
1193,1,水螺,tsuí-lê,0,
1194,1,歹講,pháinn-kóng,0,
1195,1,比賽,pí-sài,0,
1196,1,水觳仔,tsuí-khok-á,0,
1197,1,反輾轉,píng-liàn-tńg,0,
1198,1,水櫃,tsuí-kuī,0,
1199,1,歹癖,pháinn-phiah,0,
1200,1,水薸,tsuí-phiô,0,
1201,1,水薰吹,tsuí-hun-tshue/tsuí-hun-tshe,0,
1202,1,水雞,tsuí-ke/tsuí-kue,0,
1203,1,水雞泅,tsuí-ke-siû/tsuí-kue-siû,0,
1204,1,水獺,tsuí-thuah,0,
1205,1,手藝,tshiú-gē,0,
1206,1,文藝,bûn-gē,0,
1207,1,毛蟹,môo-hē,0,
1208,1,心願,sim-guān,0,
1209,1,毋願,m̄-guān,0,
1210,1,文獻,bûn-hiàn,0,
1211,1,戶籍,hōo-tsi̍k,0,
1212,1,手續,tshiú-sio̍k,0,
1213,1,手囊,tshiú-lông,0,
1214,1,心臟,sim-tsōng,0,
1215,1,斗籠,táu-láng,0,
1216,1,歹聽,pháinn-thiann,0,
1217,1,心臟病,sim-tsōng-pēnn/sim-tsōng-pīnn,0,
1218,1,化驗,huà-giām,0,
1219,1,毋驚,m̄-kiann,0,
1220,1,心驚膽嚇,sim-kiann-tánn-hiannh,0,
1221,1,火,hué/hé,2,火
1222,1,爪,jiáu/niáu,0,爪
1223,1,父,hū,0,父
1224,1,爿,pîng,4,爿
1225,1,片,phìnn,2,片
1226,1,牙,gâ,1,牙
1227,1,牙,gê,2,牙
1228,1,牛,gû,2,牛
1229,1,王,ông,0,玉   
1230,1,牛𡳞脬檨,gû-lān-pha-suāinn,0,
1231,1,火大,hué-tuā/hé-tuā,0,
1232,1,火山,hué-suann/hé-suann,0,
1233,1,爪仔,jiáu-á/niáu-á,0,
1234,1,父兄,hū-hing,0,
1235,1,牛仔囝,gû-á-kiánn,0,
1236,1,牛仔褲,gû-á-khòo,0,
1237,1,父母,hū-bió,0,
1238,1,牛奶,gû-ling/gû-ni,0,
1239,1,牛母,gû-bó,0,
1240,1,牛奶色,gû-ling-sik/gû-ni-sik,0,
1241,1,牛奶喙仔,gû-ling-tshuì-á/gû-ni-tshuì-á,0,
1242,1,牛奶糖,gû-ling-thn̂g/gû-ni-thn̂g,0,
1243,1,火石仔,hué-tsio̍h-á/hé-tsio̍h-á,0,
1244,1,王后,ông-hiō,0,
1245,1,火舌,hué-tsi̍h/hé-tsi̍h,0,
1246,1,父老,hū-ló,0,
1247,1,火夾,hué-ngeh/hé-ngeh,0,
1248,1,牛杙仔,gû-khi̍t-á,0,
1249,1,火災,hué-tsai/hé-tsai,0,
1250,1,牛牢,gû-tiâu,0,
1251,1,牛肚,gû-tōo,0,
1252,1,火車,hué-tshia/hé-tshia,0,
1253,1,牛角,gû-kak,0,
1254,1,牛角花,gû-kak-hue,0,
1255,1,火車站,hué-tshia-tsām/hé-tshia-tsām,0,
1256,1,火車路,hué-tshia-lōo/hé-tshia-lōo,0,
1257,1,火金蛄,hué-kim-koo/hé-kim-koo,0,
1258,1,火屎,hué-sái/hé-sái,0,
1259,1,牛屎色,gû-sái-sik,0,
1260,1,牛屎鳥仔,gû-sái-tsiáu-á,0,
1261,1,牛屎龜,gû-sái-ku,0,
1262,1,火星,hué-tshenn/hé-tshinn,0,
1263,1,火炭,hué-thuànn/hé-thuànn,0,
1264,1,牛郎,Gû-nn̂g,0,
1265,1,王哥柳哥,ông--ko-liú--ko,0,
1266,1,火氣,hué-khì/hé-khì,0,
1267,1,火烌,hué-hu/hé-hu,0,
1268,1,牛索,gû-soh,0,
1269,1,牛捽仔,gû-sut-á,0,
1270,1,王梨,ông-lâi,0,
1271,1,牛陵,gû-niā,0,
1272,1,牛喙罨,gû-tshuì-am,0,
1273,1,牛犅,gû-káng,0,
1274,1,王爺,ông-iâ,0,
1275,1,王爺債,ông-iâ-tsè,0,
1276,1,王祿仔,ông-lo̍k-á,0,
1277,1,牛腩,gû-lám,0,
1278,1,火鉗,hué-khînn/hé-khînn,0,
1279,1,牛頓草,gû-tùn-tsháu,0,
1280,1,火鼠,hué-tshí/hué-tshú,0,
1281,1,火種,hué-tsíng/hé-tsíng,0,
1282,1,火管,hué-kńg/hé-kńg,0,
1283,1,火箸,hué-tī/hé-tū,0,
1284,1,牛種仔,gû-tsíng-á,0,
1285,1,火腿,hué-thuí/hé-thuí,0,
1286,1,牛鼻圈,gû-phīnn-khian,0,
1287,1,牙槽,gê-tsô,0,
1288,1,牙槽骨,gê-tsô-kut,0,
1289,1,火熥,hué-thang/hé-thang,0,
1290,1,火箭,hué-tsìnn/hé-tsìnn,0,
1291,1,牛擔,gû-tann,0,
1292,1,火燒,hué-sio/hé-sio,0,
1293,1,火燒山,hué-sio-suann/hé-sio-suann,0,
1294,1,火燒厝,hué-sio-tshù/hé-sio-tshù,0,
1295,1,火燒埔,hué-sio-poo/hé-sio-poo,0,
1296,1,牛螕,gû-pi,0,
1297,1,牛頭,gû-thâu,0,
1298,1,火鍋,hué-ko/hé-ko,0,
1299,1,火薰,hué-hun/hé-hun,0,
1300,1,火雞,hué-ke/hé-kue,0,
1301,1,火雞母,hué-ke-bó/hé-kue-bó,0,
1302,1,世,sè,1,一
1303,1,世,sì,2,一
1304,1,丙,piánn,2,一
1305,1,主,tsú,0,丶
1306,1,丼,tôm,4,丶
1307,1,乍,tsànn,4,丿
1308,1,乎,--honnh,0,丿
1309,1,乏,ha̍t,2,丿
1310,1,仔,á,4,人
1311,1,仕,sū,0,人
1312,1,付,hù,0,人
1313,1,仙,sian,0,人
1314,1,仙,sián,4,人
1315,1,仝,kāng,4,人
