主編碼,屬性,詞目,音讀,文白,部首
20933,2,涂,thôo,2,水
20934,2,涉,sia̍p,0,水
20935,2,涗,suè/sè,4,水
20936,2,烏,u,4,火
20937,2,烘,hong,1,火
20938,2,烙,lō,4,火
20939,2,烙,lo̍k,0,火
20940,2,特,ti̍k,0,牛
20941,2,狸,lî,0,犬
20942,2,狹,hia̍p,1,犬
20943,2,狽,puē,0,犬
20944,2,珮,puè,0,玉
20945,2,琉,liû,0,玉
20946,2,畔,puān,0,田
20947,2,畚,pùn,0,田
20948,2,畚,pūn,0,田
20949,2,畜,thiok,1,田
20950,2,畝,bóo,0,田
20951,2,疲,phî,0,疒
20952,2,疳,kam,0,疒
20953,2,疸,thán,0,疒
20954,2,疹,tsín,0,疒
20955,2,疾,tsi̍k,0,疒
20956,2,疾,tsi̍t,0,疒
20957,2,病,pīng,1,疒
20958,2,益,iah,2,皿
20959,2,益,ik,1,皿
20960,2,眠,biân,1,目
20961,2,眨,tsha̍p,4,目
20962,2,矩,kí/kú,0,矢
20963,2,砲,phàu,0,石
20964,2,祐,iū,0,示
20965,2,祕,pì,0,示
20966,2,祚,tsà,0,示
20967,2,祟,sui,4,示
20968,2,秘,pì,0,禾
20969,2,秤,pîng,0,禾
20970,2,秦,tsîn,0,禾
20971,2,秧,iang,1,禾
20972,2,秧,iong,1,禾
20973,2,秩,tia̍t,0,禾
20974,2,秪,te,0,禾
20975,2,秫,tsu̍t,0,禾
20976,2,秮,tai,4,禾
20977,2,窄,tsik,0,穴
20978,2,窈,iáu,0,穴
20979,2,笆,pa,0,竹
20980,2,笑,tshiàu,1,竹
20981,2,笑,siàu,1,竹
20982,2,笒,gím/giám,4,竹
20983,2,粅,but,4,米
20984,2,紋,bûn,0,糸
20985,2,紐,liú,0,糸
20986,2,紗,sa,1,糸
20987,2,紛,hun,0,糸
20988,2,紡,hóng,1,糸
20989,2,索,sik,1,糸
20990,2,羓,pa,4,羊
20991,2,羔,ko,0,羊
20992,2,翁,ong,1,羽
20993,2,翅,tshì,0,羽
20994,2,耆,kî,0,老
20995,2,耕,king,0,耒
20996,2,耘,ûn,0,耒
20997,2,耽,tânn,4,耳
20998,2,胭,ian,0,肉
20999,2,胰,î,0,肉
21000,2,胱,kong,0,肉
21001,2,胳,koh,4,肉
21002,2,胸,hiong,1,肉
21003,2,脂,tsi,0,肉
21004,2,脅,hia̍p,0,肉
21005,2,脆,tshuì,1,肉
21006,2,脈,bi̍k,1,肉
21007,2,脊,tsiah,2,肉
21008,2,脊,tsik,1,肉
21009,2,脊,tsit,2,肉
21010,2,舨,pán,0,舟
21011,2,航,hâng,0,舟
21013,2,般,pan,1,舟
21014,2,般,puann,2,舟
21015,2,茭,ka,0,艸
21016,2,茭,kha,0,艸
21017,2,茯,ho̍k,0,艸
21018,2,茱,tsu,0,艸
21019,2,茵,in,0,艸
21020,2,茸,jiông/liông,0,艸
21021,2,荀,sûn,0,艸
21022,2,荇,hīng,0,艸
21023,2,荊,king,0,艸
21024,2,荍,siô,4,艸
21025,2,荐,tsiàn,0,艸
21026,2,荒,hong,1,艸
21027,2,荔,nāi,0,艸
21028,2,荖,láu,2,艸
21029,2,荖,ló,1,艸
21030,2,虔,khiân,0,虍
21031,2,蚊,bûn,0,虫
21032,2,蚌,pāng,0,虫
21033,2,蚓,kún,0,虫
21034,2,蚣,kang,0,虫
21035,2,蚤,tsáu,0,虫
21037,2,衲,la̍p,0,衣
21038,2,衷,thiong,0,衣
21039,2,訊,sìn,0,言
21040,2,訓,hùn,0,言
21041,2,訕,suān,4,言
21043,2,豈,khí,0,豆
21044,2,貢,kòng,0,貝
21045,2,躬,kiong,0,身
21046,2,軒,hian,1,車
21047,2,軒,ian,2,車
21048,2,辱,jio̍k/lio̍k,0,辰
21049,2,迴,huê,0,辵
21050,2,送,sòng,1,辵
21051,2,郡,kūn,0,邑
21052,2,酌,tsiok,0,酉
21053,2,釘,ting,0,金
21054,2,陛,pè,0,阜
21055,2,陝,siám,0,阜
21056,2,陞,sing,0,阜
21057,2,隻,tsik,1,隹
21058,2,馬,ma,4,馬
21059,2,高,kau,0,高
21060,2,鬥,tòo,1,鬥
21061,2,倏,suā,4,人
21062,2,偉,uí,0,人
21063,2,偕,kai,0,人
21064,2,健,kiān,1,人
21065,2,健,kiānn,2,人
21066,2,側,tshik,0,人
21067,2,偵,tsing,0,人
21068,2,偶,ngóo,0,人
21069,2,偽,guī,0,人
21070,2,凰,hông,0,几
21071,2,勘,kham,0,力
21072,2,勘,khàm,0,力
21073,2,匿,li̍k,0,匚
21074,2,參,sim,0,厶
21075,2,參,som,0,厶
21076,2,售,siū,0,口
21077,2,唯,uî,0,口
21078,2,唱,tshiòng,1,口
21079,2,商,siong,0,口
21080,2,問,būn,1,口
21081,2,啖,tām,4,口
21082,2,啞,á,1,口
21083,2,啞,é,2,口
21084,2,啟,khé,0,攴
21085,2,啡,pi,0,口
21086,2,圇,lûn,0,囗
21087,2,圈,khuan,0,囗
21088,2,域,i̍k,1,土
21089,2,埠,pōo,0,土
21090,2,執,tsip,0,土
21091,2,培,puê,0,土
21092,2,基,ke,2,土
21093,2,基,ki,1,土
21094,2,埽,sò,4,土
21095,2,奢,tshia,0,大
21096,2,娼,tshang,4,女
21097,2,娼,tshiong,0,女
21098,2,婉,uán,0,女
21099,2,婊,piáu,0,女
21100,2,婢,pī,0,女
21101,2,婦,pū,2,女
21102,2,宿,siok,1,宀
21103,2,宿,siù,0,宀
21104,2,宿,sok,2,宀
21105,2,寂,tsi̍k,0,宀
21106,2,寂,siok,3,宀
21107,2,寄,kì,1,宀
21108,2,密,bi̍t,1,宀
21109,2,屠,tôo,0,尸
21110,2,崇,tsông,0,山
21111,2,崔,tshui,0,山
21112,2,崖,gâi,0,山
21113,2,崗,kang,2,山
21114,2,崗,kong,1,山
21115,2,崙,lūn,0,山
21116,2,崩,ping,1,山
21117,2,巢,tsâu,0,巛
21118,2,帳,tiòng,1,巾
21119,2,帳,tiùnn,2,巾
21120,2,帷,uî,0,巾
21121,2,常,tshiâng,3,巾
21122,2,常,siông,0,巾
21123,2,庵,am,0,广
21124,2,康,khng,2,广
21125,2,康,khong,1,广
21126,2,庸,iông,0,广
21127,2,張,tiong,1,弓
21128,2,強,kióng,3,弓
21129,2,強,kiōng,0,弓
21130,2,彗,huī,0,彐
21131,2,彩,tshái,0,彡
21132,2,彪,piu,0,虍
21133,2,彬,pin,0,彡
21134,2,徘,pâi,0,彳
21135,2,從,tshiong,1,彳
21136,2,御,gū,0,彳
21137,2,悉,sik,0,心
21138,2,悠,iu,0,心
21139,2,患,huān,0,心
21140,2,悽,tshi,0,心
21141,2,情,tsiânn,2,心
21142,2,惘,bóng,0,心
21143,2,惜,sik,1,心
21144,2,惟,uî,0,心
21145,2,惟,î,0,心
21146,2,戚,tshik,0,戈
21147,2,捨,siá,0,手
21148,2,捷,tsia̍t,2,手
21149,2,掃,sò,1,手
21150,2,掇,tuah,4,手
21151,2,掇,tua̍h,0,手
21152,2,授,siū,0,手
21153,2,掙,tsiānn,4,手
21154,2,掠,lio̍k,1,手
21155,2,控,khòng,0,手
21156,2,推,tshui,1,手
21157,2,敏,bín,0,攴
21158,2,敘,sū,0,攴
21159,2,敝,pē,0,攴
21160,2,敝,pè,0,攴
21161,2,斜,siâ,1,斗
21162,2,斬,tsám,1,斤
21163,2,斬,tsánn,2,斤
21164,2,晚,buán,1,日
21165,2,晚,mńg,2,日
21166,2,晝,tiù,1,日
21167,2,晨,sîn,0,日
21168,2,曹,tsô,0,曰
21169,2,曼,bān,0,又
21170,2,梁,niû,0,木
21171,2,梅,muî,1,木
21172,2,梗,kénn,2,木
21173,2,梗,kíng,1,木
21174,2,梟,hiau,0,木
21175,2,梧,ngôo,0,木
21176,2,梨,lê,1,木
21177,2,梭,so,0,木
21178,2,梯,the,1,木
21179,2,械,hāi,0,木
21180,2,梵,huān,0,木
21181,2,棄,khì,0,木
21182,2,欲,io̍k,0,欠
21183,2,毫,hô,0,毛
21184,2,毫,hôo,0,毛
21185,2,毬,kiû,4,毛
21186,2,涎,siân,0,水
21187,2,涯,gâi,0,水
21188,2,液,i̍k,0,水
21189,2,涵,âm,2,水
21190,2,涵,hâm,1,水
21191,2,涸,khok,4,水
21192,2,涼,niû,2,水
21193,2,淇,kî,0,水
21194,2,淋,lîm,1,水
21195,2,淑,siok,0,水
21196,2,淒,tshe,0,水
21197,2,淡,tām,1,水
21198,2,淡,tānn,2,水
21199,2,淨,tsīng,0,水
21200,2,淪,lûn,0,水
21201,2,淫,îm,0,水
21202,2,淮,huâi,0,水
21203,2,淵,ian,0,水
21204,2,混,hūn,0,水
21205,2,淺,khín,2,水
21206,2,清,tshinn,2,水
21207,2,烹,phing,0,火
21208,2,焗,ko̍k,4,火
21209,2,爽,sńg,2,爻
21210,2,牽,khian,1,牛
21211,2,猊,jî/lî,4,犬
21212,2,猖,tshiong,0,犬
21213,2,率,lu̍t,2,玄
21214,2,率,sut,1,玄
21215,2,畢,pit,0,田
21216,2,略,lio̍h,0,田
21217,2,略,lio̍k,0,田
21218,2,異,ī,0,田
21219,2,疏,soo,1,疋
21220,2,疵,tshû,0,疒
21221,2,盔,khue,0,皿
21222,2,盛,siānn,0,皿
21224,2,眼,gíng,2,目
21225,2,眾,tsìng,2,目
21226,2,眾,tsiòng,1,目
21227,2,硃,tsu,0,石
21228,2,硫,liû,0,石
21229,2,祥,siông,0,示
21230,2,祧,thiāu,0,示
21231,2,票,phiàu,1,示
21232,2,移,î,0,禾
21233,2,窕,thiáu,0,穴
21234,2,竟,kìng,0,音
21235,2,笙,sing,0,竹
21236,2,笛,ta̍t,2,竹
21237,2,笛,ti̍k,1,竹
21238,2,笠,li̍p,1,竹
21239,2,粕,phok,1,米
21240,2,紮,tsap,1,糸
21241,2,累,luí,0,糸
21242,2,累,luī,0,糸
21243,2,紳,sin,0,糸
21244,2,紹,siāu,0,糸
21245,2,終,tsiong,0,糸
21246,2,絆,puàn,1,糸
21247,2,統,thóng,0,糸
21248,2,缽,puat,1,缶
21249,2,羞,siu,0,羊
21250,2,翎,līng,4,羽
21251,2,習,si̍p,0,羽
21252,2,聆,lîng,0,耳
21253,2,聊,liâu,0,耳
21254,2,唇,sûn,0,口
21255,2,唇,tûn,0,口
21256,2,脫,thuah,2,肉
21257,2,脬,pha,0,肉
21258,2,脰,tāu,0,肉
21259,2,舵,tāi,1,舟
21260,2,舵,tō,1,舟
21261,2,舵,tuā,2,舟
21262,2,舷,hiân,0,舟
21263,2,荳,tōo,0,艸
21264,2,荷,hâ,4,艸
21266,2,荷,hô,0,艸
21267,2,荷,huê,4,艸
21268,2,荽,sui,4,艸
21269,2,莉,nī,4,艸
21270,2,莊,tsong,1,艸
21271,2,莎,sa,0,艸
21272,2,莎,so,0,艸
21273,2,莖,king,0,艸
21274,2,莖,huâinn,4,艸
21275,2,莧,hīng,0,艸
21276,2,莽,bóng,0,艸
21277,2,處,tshú,0,虍
21278,2,處,tshù,0,虍
21279,2,蛀,tsù,1,虫
21280,2,蛄,koo,4,虫
21281,2,蛇,siâ,1,虫
21282,2,蛋,tàn,0,虫
21283,2,蛋,tuann,4,虫
21284,2,袈,ka,0,衣
21285,2,袋,tāi,1,衣
21286,2,袍,phâu,0,衣
21287,2,袖,siù,0,衣
21288,2,覓,bi̍k,0,見
21289,2,訟,siōng,0,言
21290,2,訪,hóng,0,言
21291,2,許,hí/hú,1,言
21292,2,許,khóo,2,言
21293,2,豚,thûn,0,豕
21294,2,貧,pîn,0,貝
21295,2,貨,hò/hònn,1,貝
21296,2,貫,kuàn,1,貝
21297,2,責,tsik,0,貝
21298,2,趺,u,4,足
21299,2,趾,tsí,0,足
21300,2,軟,luán,1,車
21301,2,逍,siau,0,辵
21302,2,透,thò,1,辵
21303,2,逐,tio̍k,1,辵
21304,2,速,sok,0,辵
21305,2,逢,hông,0,辵
21306,2,連,liâm,0,辵
21307,2,連,nî,2,辵
21308,2,郭,kok,1,邑
21309,2,郭,kueh,2,邑
21310,2,都,too,1,邑
21311,2,釣,tiàu,1,金
21312,2,釵,tshai,1,金
21313,2,釵,the,2,金
21314,2,陰,iam,2,阜
21315,2,陳,tân,2,阜
21316,2,陳,tîn,1,阜
21317,2,陵,lîng,0,阜
21318,2,陶,tô,0,阜
21319,2,陸,lio̍k,1,阜
21320,2,陸,lo̍k,1,阜
21321,2,陸,la̍k,2,阜
21322,2,雀,tshik,2,隹
21323,2,雀,tshiok,1,隹
21324,2,雪,sap,4,雨
21325,2,頃,khing,0,頁
21326,2,頃,khíng,0,頁
21327,2,魚,gû,1,魚
21328,2,鳥,niáu,1,鳥
21329,2,麻,mâ,1,麻
21330,2,傀,ka,4,人
21331,2,傀,khuí,0,人
21332,2,傅,hū,1,人
21333,2,傅,pòo,2,人
21334,2,傍,pōng,1,人
21335,2,傑,kia̍t,0,人
21336,2,傘,sàn,1,人
21337,2,備,pī,0,人
21338,2,凱,khái,0,几
21339,2,剩,sīn,2,刀
21340,2,剩,sīng,1,刀
21341,2,剩,siōng,0,刀
21342,2,割,kat,1,刀
21343,2,勝,sing,0,力
21344,2,勝,sìng,0,力
21345,2,勞,lóo,4,力
21346,2,勞,lō,0,
21347,2,唾,thò,0,口
21348,2,啾,tshiùnn,4,口
21349,2,喂,uê,4,口
21350,2,喇,lá,0,口
21351,2,喉,âu,0,口
21352,2,喌,tsiuh,4,口
21353,2,喑,ìnn,4,口
21354,2,喚,huàn,0,口
21355,2,喜,hí,0,口
21356,2,喝,hat,1,口
21357,2,喧,suan,0,口
21358,2,喪,sng,2,口
21359,2,喪,song,1,口
21360,2,喬,kiâu,0,口
21361,2,單,tan,1,口
21362,2,喲,iō,4,口
21363,2,喳,tshā,4,口
21364,2,喻,jū/lū,0,口
21365,2,圍,û,3,囗
21366,2,堡,pó,0,土
21367,2,堤,thê,0,土
21368,2,堯,giâu,0,土
21369,2,場,tshiâng,1,土
21370,2,奠,tiān,0,大
21371,2,婷,tîng,0,女
21372,2,婸,giang,4,女
21373,2,婿,sài,2,女
21374,2,婿,sè,1,女
21375,2,媒,muê/hm̂,2,女
21376,2,媒,muî,1,女
21377,2,媚,bī,0,女
21378,2,媧,o,0,女
21379,2,富,hù,1,宀
21380,2,寐,bī,0,宀
21381,2,寒,hân,1,宀
21382,2,寓,gū,0,宀
21383,2,寓,ú,3,宀
21384,2,尋,sîm,1,寸
21385,2,嵐,lâm,0,山
21386,2,幅,hok,1,巾
21387,2,幾,kí,1,幺
21388,2,廁,tshè,0,广
21389,2,廂,siunn,0,广
21390,2,廊,lông,0,广
21391,2,彭,phênn/phînn,2,彡
21392,2,彭,phîng,1,彡
21393,2,復,ho̍k,0,彳
21394,2,循,sûn,0,彳
21395,2,悲,pi,0,心
21396,2,悶,būn,0,心
21397,2,惑,hi̍k,0,心
21398,2,惠,huī,0,心
21399,2,惡,ònn,0,心
21400,2,惰,tō,1,心
21401,2,惰,tuānn,2,心
21402,2,惱,ló,1,心
21403,2,惱,náu,2,心
21404,2,惶,hiânn,0,心
21405,2,惻,tshik,0,心
21406,2,愉,jû/lû,0,心
21407,2,愕,go̍k,0,心
21408,2,慨,khài,0,心
21409,2,戟,kik,0,戈
21410,2,掌,tsiáng,1,手
21411,2,揀,kán,1,手
21412,2,描,biâu,1,手
21413,2,揚,iông,0,手
21414,2,握,ap,3,手
21415,2,握,ok,1,手
21416,2,揭,kiat,0,手
21417,2,揭,khiat,0,手
21418,2,揮,hui,0,手
21419,2,援,uān,0,手
21420,2,敦,tun,0,攴
21421,2,斌,pin,0,文
21422,2,斐,hui,0,文
21423,2,斐,huí,0,文
21424,2,斑,pan,0,文
21425,2,斯,su,0,斤
21426,2,斯,suh,4,斤
21427,2,晬,tsè,4,日
21428,2,普,phóo,0,日
21429,2,普,puh,4,日
21430,2,晴,tsênn,2,日
21431,2,晴,tsîng,1,日
21432,2,晶,tsing,1,日
21433,2,晶,tsinn,2,日
21434,2,智,tì,0,日
21435,2,暑,sú,0,日
21436,2,曾,tsan,2,曰
21437,2,曾,tsing,1,曰
21438,2,曾,tsîng,0,曰
21439,2,朝,tiau,0,月
21440,2,期,ki,0,月
21441,2,棉,biân,1,木
21442,2,棍,kùn,0,木
21443,2,棑,pâi,4,木
21444,2,棒,pāng,0,木
21445,2,棚,pîng,1,木
21446,2,棠,tông,0,木
21447,2,棧,tsàn,0,木
21448,2,森,sim,0,木
21449,2,棲,tshe,0,木
21450,2,棺,kuan,1,木
21451,2,棺,kuann,2,木
21452,2,植,ti̍t,3,木
21453,2,植,si̍t,0,木
21454,2,椒,tsiau,1,木
21455,2,椒,tsio,2,木
21456,2,椪,phòng,0,木
21457,2,欽,khim,0,欠
21458,2,殖,si̍k,0,歹
21459,2,殖,si̍t,0,歹
21460,2,殘,tsân,1,歹
21461,2,殘,tsuânn,2,歹
21462,2,殘,tshân,2,歹
21463,2,殼,khok,1,殳
21464,2,渝,jû/lû,0,水
21465,2,渝,û,0,水
21466,2,渣,tse,0,水
21467,2,測,tshik,0,水
21468,2,渴,khat,1,水
21469,2,游,iû,0,水
21470,2,渺,biáu,0,水
21471,2,渾,hûn,0,水
21472,2,湘,siong,0,水
21473,2,湧,ióng,1,水
21474,2,湯,thong,1,水
21475,2,溉,kài,0,水
21476,2,滋,tsu,0,水
21477,2,焦,tsiau,0,火
21478,2,焰,iām,0,火
21479,2,焱,iānn,0,火
21480,2,然,jiân/liân,0,火
21481,2,犀,sai,2,牛
21482,2,犀,se,1,牛
21483,2,猩,sing,0,犬
21484,2,猫,bâ,4,犬
21485,2,猶,iû,0,犬
21486,2,琢,tok,0,玉
21487,2,琦,kî,0,玉
21488,2,琪,kî,0,玉
21489,2,琳,lîm,0,玉
21490,2,琵,pî,0,玉
21491,2,琶,pâ,1,玉
21492,2,琶,pê,2,玉
21493,2,甥,sing,0,生
21494,2,番,han,0,田
21495,2,痘,tāu,2,疒
21496,2,痘,tōo,1,疒
21497,2,痛,thàng,2,疒
21498,2,痛,thòng,1,疒
21499,2,痞,phí,0,疒
21500,2,痟,siau,4,疒
21501,2,痡,pôo,4,疒
21502,2,痢,lī,0,疒
21503,2,登,ting,0,癶
21504,2,發,hua̍t,4,癶
21505,2,皓,hō,0,白
21506,2,皓,hōo,0,白
21507,2,盜,tō,0,皿
21508,2,硝,siau,0,石
21509,2,硞,khok,4,石
21510,2,硬,gīng,1,石
21511,2,稀,hi,0,禾
21512,1,稈,kuáinn,0,禾
21513,2,程,tîng,1,禾
21514,2,程,thiânn,2,禾
21515,2,程,thîng,1,禾
21516,2,窘,khún,0,穴
21517,2,筐,khong,1,竹
21518,2,答,tah,2,竹
21519,2,答,tap,1,竹
21520,2,策,tshik,0,竹
21521,2,粟,siok,1,米
21522,2,粧,tsong,1,米
21523,2,紫,tsí,0,糸
21524,2,絞,káu,1,糸
21525,2,絡,lo̍h,4,糸
21526,2,絡,lo̍k,0,糸
21527,2,絡,le,4,糸
21528,2,絢,sûn,0,糸
21529,2,給,kip,0,糸
21530,2,絪,in,4,糸
21531,2,絮,sù,0,糸
21532,2,絳,kòng,0,糸
21533,2,翔,siông,0,羽
21534,2,肅,siok,0,聿
21535,2,脽,tsui,4,肉
21536,2,脾,phî,0,肉
21537,2,腋,i̍k,0,肉
21538,2,腌,a,4,肉
21539,2,腎,siān,2,肉
21540,2,腑,hú,0,肉
21541,2,腔,khiong,1,肉
21542,2,腔,tshiunn,4,肉
21543,2,腕,uán,1,肉
21544,2,腕,uánn,2,肉
21545,2,舒,soo,2,舌
21546,2,舒,su,1,舌
21547,2,舜,sùn,0,舛
21548,2,莿,tshì,0,艸
21549,2,菁,tshenn/tshinn,0,艸
21550,2,菅,kuann,4,艸
21551,2,菊,kak,2,艸
21552,2,菖,tshiong,0,艸
21553,2,菝,pua̍t,4,艸
21554,2,菝,pa̍t,4,艸
21555,2,菠,po,1,艸
21556,2,菠,pue/pe,2,艸
21557,2,菩,phôo,0,艸
21558,2,華,hua,0,艸
21559,2,華,huâ,0,艸
21560,2,菱,lîng,0,艸
21561,2,菲,hui,0,艸
21562,2,菲,huí,0,艸
21563,2,萄,tô,0,艸
21564,2,萊,lâi,0,艸
21565,2,萍,phîng,0,艸
21566,2,萎,uí,0,艸
21567,2,著,tio̍k,1,艸
21568,2,著,tù,0,艸
21569,2,虛,hu,1,虍
21570,2,蛙,ua,0,虫
21571,2,蛛,tu,0,虫
21572,2,蛟,kau,0,虫
21573,2,蛤,kap,0,虫
21574,2,袱,ho̍k,0,衣
21575,2,裂,lia̍t,1,衣
21576,2,視,sī,0,見
21577,2,診,tsín,0,言
21578,2,詐,tsà,0,言
21579,2,詔,tsiàu,0,言
21580,2,象,sióng,3,豕
21581,2,象,siòng,3,豕
21582,2,象,siōng,1,豕
21583,2,象,siūnn,4,豕
21584,2,貂,tiau,0,豸
21585,2,貯,thú,1,貝
21586,2,貳,jī/lī,0,貝
21587,2,貸,tāi,0,貝
21588,2,貿,bōo,0,貝
21589,2,賀,hō,0,貝
21590,2,超,tshiau,1,走
21591,2,超,thiau,2,走
21592,2,跋,pua̍t,0,足
21593,2,跌,tia̍t,0,足
21594,2,跑,phâu,4,足
21595,2,距,kī/kū,0,足
21596,2,軸,ti̍k,0,車
21597,2,辜,koo,0,辛
21598,2,逮,tāi,0,辵
21599,2,週,tsiu,0,辵
21600,2,逸,i̍t,0,辵
21601,2,逸,i̍k,0,辵
21602,2,逸,iat,0,辵
21603,2,郵,iû,0,邑
21604,2,鄉,hiong,1,邑
21605,2,鄉,hiunn,2,邑
21606,2,鈔,tshau,0,金
21607,2,鈗,ńg,4,金
21608,2,鈞,kun,0,金
21609,2,閒,hân,1,門
21610,2,間,kàn,1,門
21611,2,閔,bín,0,門
21612,2,陽,iûnn,2,阜
21613,2,隆,liông,0,阜
21614,2,隍,hông,0,阜
21615,2,階,kai,0,阜
21616,2,雅,ngá,1,隹
21617,2,雅,ngé,2,隹
21618,2,雇,kòo,0,隹
21619,2,雯,bûn,0,雨
21620,2,頇,han,0,頁
21621,2,須,su,0,頁
21622,2,飯,huān,1,食
21623,2,黃,hông,1,黃
21624,2,黑,hik,0,黑
21625,2,黹,tsí,0,黹
21626,2,亂,lān,2,乙
21627,2,傲,ngōo,0,人
21628,2,傳,tuān,0,人
21629,2,傾,khing,0,人
21630,2,僆,nuā,4,人
21631,2,勤,khîn/khûn,0,力
21632,2,嗙,pòng,4,口
21633,2,嗚,oo,0,口
21634,2,嗝,keh,4,口
21635,2,嗣,sû,3,口
21636,2,嗣,sū,0,口
21637,2,嗤,tshi,4,口
21638,2,嗦,so,0,口
21639,2,嗲,te,4,口
21640,2,嗲,teh,4,口
21641,2,園,uân,1,囗
21642,2,圓,uân,1,囗
21643,2,塑,sok,0,土
21644,2,塗,tôo,1,土
21645,2,塘,tn̂g,2,土
21646,2,塘,tông,1,土
21647,2,塞,sài,0,土
21648,2,奧,ò,0,大
21649,2,媳,sik,0,女
21650,2,媽,ma,0,女
21651,2,媽,mah,4,女
21652,2,嫁,kà,1,女
21653,2,嵯,tshu,0,山
21654,2,廉,liâm,0,广
21655,2,微,bî,0,彳
21656,2,微,bui,4,彳
21657,2,愍,bián,0,心
21658,2,愚,gû,0,心
21659,2,愧,khuì,0,心
21660,2,慄,la̍k,4,心
21661,2,慄,lik,0,心
21662,2,慈,tsû,0,心
21663,2,慌,hong,0,心
21664,2,慍,ùn,0,心
21665,2,慎,sīn,0,心
21666,2,搏,phok,0,手
21667,2,搖,iâu,1,手
21668,2,搬,puan,1,手
21669,2,搭,tap,1,手
21670,2,搶,tshióng,1,手
21671,2,斟,tsim,0,斗
21672,2,暇,hā,0,日
21673,2,暈,ūn,0,日
21674,2,暉,hui,0,日
21675,2,暖,luán,0,日
21676,2,會,kuè,0,曰
21677,2,棰,tshuê/tshê,0,木
21678,2,楊,tshiûnn,2,木
21679,2,楊,iông,1,木
21680,2,楊,iûnn,2,木
21681,2,楓,hong,1,木
21682,2,楚,tshó,0,木
21683,2,楝,liān,1,木
21684,2,楝,līng,2,木
21685,2,楣,bâi,0,木
21686,2,楬,at,0,木
21687,2,極,ki̍k,0,木
21688,2,楷,khái,0,木
21689,2,楹,ênn,2,木
21690,2,楹,îng,1,木
21691,2,概,kài,0,木
21692,2,概,khài,0,木
21693,2,榆,jiû/liû,0,木
21694,2,榔,lông,1,木
21695,2,榔,nn̂g,2,木
21696,2,歆,him,0,欠
21697,2,殿,tiān,0,殳
21698,2,毽,kiàn,0,毛
21699,2,源,guân,0,水
21700,2,溫,un,0,水
21701,2,溯,sòo,0,水
21702,2,溶,iông,1,水
21703,2,溺,li̍k,0,水
21704,2,滂,phōng,4,水
21705,2,滄,tshong,0,水
21706,2,滇,tian,0,水
21707,2,滓,tsáinn,0,水
21708,2,滓,lái,4,水
21709,2,煉,liān,0,火
21710,2,煌,hông,0,火
21711,2,煞,sat,1,火
21712,2,煤,muê,0,火
21713,2,煥,huàn,0,火
21714,2,煬,iāng,0,火
21715,2,煬,iông,0,火
21716,2,牒,tia̍p,0,片
21717,2,猾,ku̍t,0,犬
21718,2,瑋,uí,0,玉
21719,2,瑕,hâ,0,玉
21720,2,瑙,ló,0,玉
21721,2,瑚,ôo,0,玉
21722,2,瑛,ing,0,玉
21723,2,瑜,û,0,玉
21724,2,瑜,jû/lû,0,玉
21725,2,瑞,suī,0,玉
21726,2,瑟,sit,0,玉
21727,2,瑟,sik,0,玉
21728,2,瑯,long,4,玉
21729,2,當,tang,2,田
21730,2,當,tàng,2,田
21731,2,當,tong,1,田
21732,2,當,tòng,1,田
21733,2,痱,puì,0,疒
21734,2,痴,tshi,0,疒
21735,2,痹,pì,0,疒
21736,2,痺,pì,0,疒
21737,2,盞,tsán,1,皿
21738,2,盟,bîng,0,皿
21739,2,睚,kâinn,4,目
21740,2,睛,tsing,0,目
21741,2,督,tok,0,目
21742,2,睦,bo̍k,0,目
21743,2,睫,tsiah,0,目
21744,2,睭,tsiu,4,目
21745,2,睹,tóo,0,目
21746,2,硼,phîng,0,石
21747,2,碇,tīng,1,石
21748,2,碌,lo̍k,1,石
21749,2,碓,tuì,0,石
21750,2,碖,lún,4,石
21751,2,碡,ta̍k,0,石
21752,2,碰,phòng,0,石
21753,2,祺,kî,0,示
21754,2,祿,lo̍k,0,示
21755,2,禽,khîm,0,禸
21756,2,稚,tī,0,禾
21757,1,稜,lîng ,0,禾 
21758,2,稠,tiû,0,禾
21759,2,窞,thām,4,穴
21760,2,窣,su̍t,0,穴
21761,2,筠,ûn,0,竹
21762,2,筧,kián,1,竹
21763,2,粱,liâng,0,米
21764,2,綁,páng,0,糸
21765,2,罪,tsē,2,网
21766,2,置,tì,0,网
21767,2,署,sú,1,网
21768,2,署,sū,2,网
21770,2,羨,siān,0,羊
21771,2,聖,sìng,1,耳
21772,2,肆,sù,0,聿
21773,2,腥,tshenn/tshinn,0,肉
21774,2,腦,ló,1,肉
21775,2,腩,lám,4,肉
21776,2,腮,tshi,4,肉
21777,2,腰,iau,1,肉
21778,2,腱,kiàn,2,肉
21779,2,腱,kiān,1,肉
21780,2,腳,kioh,2,肉
21781,2,腳,kiok,1,肉
21782,2,腸,tshiân,3,肉
21783,2,腸,tshiâng,1,肉
21784,2,腸,tiông,1,肉
21785,2,腹,hok,1,肉
21786,2,舅,kiū,1,臼
21787,2,艇,thíng,0,舟
21788,2,萵,ue/e,4,艸
21789,2,落,la̍uh,4,艸
21790,2,葉,ia̍p,0,艸
21791,2,葛,kat,1,艸
21792,2,葛,kuah,2,艸
21793,2,葡,phû,0,艸
21794,2,董,táng,2,艸
21795,2,董,tóng,1,艸
21796,2,葫,hôo,0,艸
21798,2,葵,kuî,0,艸
21799,2,葵,khuê,4,艸
